Groups:
artData =, artData[7], artData[6], artData[5], artData[4], artData[3], artData[2], artData[1], artData[0],  hex
artAddr =, artAddr[9], artAddr[8], artAddr[7], artAddr[6], artAddr[5], artAddr[4], artAddr[3], artAddr[2], artAddr[1], artAddr[0],  hex
ShiftWindowFilter:inst|fineAddr =, ShiftWindowFilter:inst|fineAddr[9], ShiftWindowFilter:inst|fineAddr[8], ShiftWindowFilter:inst|fineAddr[7], ShiftWindowFilter:inst|fineAddr[6], ShiftWindowFilter:inst|fineAddr[5], ShiftWindowFilter:inst|fineAddr[4], ShiftWindowFilter:inst|fineAddr[3], ShiftWindowFilter:inst|fineAddr[2], ShiftWindowFilter:inst|fineAddr[1], ShiftWindowFilter:inst|fineAddr[0],  hex

Data:
time unit: ns, artData, artData[7], artData[6], artData[5], artData[4], artData[3], artData[2], artData[1], artData[0], artAddr, artAddr[9], artAddr[8], artAddr[7], artAddr[6], artAddr[5], artAddr[4], artAddr[3], artAddr[2], artAddr[1], artAddr[0], ShiftWindowFilter:inst|fineAddr, ShiftWindowFilter:inst|fineAddr[9], ShiftWindowFilter:inst|fineAddr[8], ShiftWindowFilter:inst|fineAddr[7], ShiftWindowFilter:inst|fineAddr[6], ShiftWindowFilter:inst|fineAddr[5], ShiftWindowFilter:inst|fineAddr[4], ShiftWindowFilter:inst|fineAddr[3], ShiftWindowFilter:inst|fineAddr[2], ShiftWindowFilter:inst|fineAddr[1], ShiftWindowFilter:inst|fineAddr[0], artRD, artWR, artDIR, 
0, XX, X, X, X, X, X, X, X, X, XXX, X, X, X, X, X, X, X, X, X, X, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, 
33230, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33240, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33250, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33260, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33270, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33280, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33290, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33300, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33310, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33320, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33330, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33340, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33350, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33360, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33370, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33380, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33390, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33400, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33410, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33420, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33430, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33440, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33450, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33460, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33470, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33480, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33490, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33500, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33510, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33520, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33530, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33540, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33550, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33560, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33570, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33580, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33590, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33600, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33610, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33620, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33630, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33640, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33650, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33660, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33670, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33680, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33690, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33700, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33710, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33720, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33730, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33740, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33750, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33760, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33770, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33780, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33790, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33800, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33810, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33820, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33830, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33840, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33850, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33860, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33870, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33880, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33890, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33900, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33910, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33920, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33930, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33940, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33950, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33960, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33970, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33980, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
33990, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34000, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34010, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34020, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34030, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34040, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34050, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34060, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34070, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34080, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34090, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34100, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34110, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34120, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34130, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34140, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34150, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34160, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34170, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34180, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34190, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34200, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34210, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34220, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34230, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34240, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34250, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34260, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34270, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34280, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34290, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34300, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34310, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34320, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34330, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34340, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34350, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34360, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34370, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34380, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34390, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34400, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34410, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34420, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34430, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34440, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
34450, FF, 1, 1, 1, 1, 1, 1, 1, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 301, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
